File Name,Section Heading,Section Text
2408617_cesta-newsletter-spring-2017.txt_10,Mapping Old Regimes of Movement,
2408617_cesta-newsletter-spring-2017.txt_11,By Luca Scholz,"Luca Scholtz portrait
Calls to restrict human migration, to regulate the circulation of capital, or to promote the free trade of some goods while banning that of others shape political agendas around the globe. The ordering of movement has become one of the most controversial issues of our day. From the migration of refugees to calls for trade restrictions and capital controls, we are witnessing fundamental changes in the way our societies administer rights of passage.

The regimes of movement that connect and fracture our societies have a history. My spatial history project at CESTA, ""Mapping Old Regimes of Movement,"" tries to visualize the spatial history of sovereignty and human mobility within and beyond old-regime Europe. Control over the movement of goods and persons—from the Spanish treasure fleet to the English poor laws—was a key concern for old-regime societies. In the complex array of ill-defined, overlapping political entities that characterized the pre-modern world, neighboring authorities, local communities, and transient populations frequently competed with each other. Through maps and other visualizations, the project shows that flows of goods and people often shaped early modern states more than these states could shape these flows themselves.

My project relies heavily on digital mapping tools and GIS in particular. We use QGIS to georeference and digitize older maps and merge contemporary data with data compiled from edited and archival sources. Our aim is to understand space not in absolute terms, but rather to take into account the experience of mobile populations and their real potential for using space at different times and under different conditions. Currently, the biggest challenge we are facing is to devise more creative ways of visualizing patterns of mobility in space. Until now, we have mostly relied on GIS, which is limited by its simplistic conception of space and favors a quantitative approach. In the coming years, I intend to develop a broader range of visualization techniques that are more amenable to qualitative analysis.

In all this, the research assistants who joined my project through CESTA’s RA program (https://cesta.stanford.edu/programs/undergraduate-programs) were of invaluable help. Not only did they help with the various tasks a project like this involves (such as data curation, georeferencing, and digitizing), but they also made important intellectual contributions, noting spatial patterns that would have gone unnoticed or bringing in their technical expertise, such as when Madison used her skills in R to determine the ideal class intervals for one of our visualizations.

A project like this would be impossible without the use of GIS, and, indeed, digital tools have become a key element of many research projects in history. Though most historians make at least some use of digital tools, and be it only a reference management software, many scholars remain skeptical towards using more digital tools in their research. I believe that at this point, the most important challenge for digital humanists is asking meaningful research questions and showing that digital tools can help to provide adequate answers to those questions. Indeed, digital humanities research is at its best when it manages to marry relevance and technical innovation. At a time in which digital tools affect virtually every aspect of our lives, those scholars who meet this challenge intelligently will form the spearhead of their disciplines."
2408617_cesta-newsletter-spring-2017.txt_12,The Quarter in Review,"Here at CESTA, we take time at the end of each quarter to look back on the events we’ve hosted and the work we’ve done. The end of the quarter is both a time to reflect and a time to plan for the future. In that vein, here is a bright and brief look back on CESTA events, including the CESTA Seminars Series. From Greece to London, from South Africa to America, this quarter’s programs focused on issues of race, space, and how digital renderings further our understanding of the world and its history. Also, refer to the webpages of core research groups and affiliated faculty projects, such as DH Asia (http://dhasia.org/2016/10/dhasia-stanford-2017-schedule/) and theSpatial History Project Working Group (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/page.php?id=1) , to review additional programs offered this past spring.
* April 11: Graduate Certificate in Digital Humanities Capstone Presentations: C.S. Edmondson and R.C. Midura (https://cesta.stanford.edu/events/graduate-certificate-digital-humanities-capstone-presentations-cs-edmondson-rc-midura)
* April 13 and 14: Literary Lab Conference - ""Findings: Is computation changing the study of history and literature?"" (https://litlab.stanford.edu/events/)
* April 18:Ali Yaycıoǧlu & Antonis Hadjikyriacou - Mapping Ottoman Greece: Space, Power, and Empire (https://cesta.stanford.edu/events/cesta-seminar-ali-yayc-o-lu-antonis-hadjikyriacou-mapping-ottoman-greece-space-power-and)
* April 25:Nicholas Jenkins - 17.28 Minutes in Flickr: Amassing a Visual Archive for Kindred London (https://cesta.stanford.edu/events/cesta-seminar-nicholas-jenkins-1728-minutes-flickr-amassing-visual-archive-kindred-london)
* May 9:J.D. Porter & Hannah Walser - Text Mining for Race and Ethnicity in American Fiction: 1789-1964 (https://cesta.stanford.edu/events/cesta-seminar-jd-porter-hannah-walser-text-mining-race-and-ethnicity-american-fiction-1789)
* May 18-19: Text Technologies Collegium - Text, Textiles, and Texture (https://texttechnologies.stanford.edu/collegium/textextiletexture-2017)
* May 23: Grant Parker - South Africa's Many Media of Forgetfulness (https://cesta.stanford.edu/events/cesta-seminar-grant-parker-south-africas-many-media-forgetfulness)
* May 31: Digital Humanities Fellows Symposium (https://cesta.stanford.edu/programs/graduate-programs/graduate-digital-humanities-fellows)

In the Spring 2017 issue of the Newsletter, CESTA would like to extend a special thanks to the staffers who contributed such thoughtful pieces: Ocean Howell, Rachel Midura, and Luca Scholz. CESTA would also like to thank the communications team who brought this all together: Celena Allen, Jack Landsberg, Hannah Walser, and (newly added) Amanda Wilson Bergado.
https://www.facebook.com/cesta
https://www.twitter.com/cesta_stanford/
http://cesta.stanford.edu

============================================================

This email was sent to *|EMAIL|* (mailto:*|EMAIL|*)
why did I get this? (*|ABOUT_LIST|*)     unsubscribe from this list (*|UNSUB|*)     update subscription preferences (*|UPDATE_PROFILE|*)
*|LIST_ADDRESSLINE_TEXT|*

*|REWARDS_TEXT|*"
781361_cesta-monthly-newsletter-jan-2015.txt_1,THE YEAR AHEAD,"We here at CESTA hope that your 2015 is off to a great start. There are lots of things in store for the coming year, and we'll do our best to keep you up to date on some of the highlights here in our newsletter.
Each newsletter issue will feature people, events, projects, publications, and other content that relates to what we do and what we are about. If you have any questions or feedback regarding this newsletter or any of our other social network platforms, don't hesitate to let us know. CESTA community participants are encouraged to send any relevant newsletter items for upcoming broadcasts to mattbryant.stanford@gmail.com (mailto:mattbryant.stanford@gmail.com)

As always, we appreciate your interest and support for the wonderful work that is happening here in our center."
781361_cesta-monthly-newsletter-jan-2015.txt_2,DIGITAL PUBLISHING,"Thus far January has been exciting for Enchanting the Desert (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1061) .  After nearly three years of work at CESTA and the Bill Lane Center for the American West, Stanford University Press has officially announced that Enchanting is the pilot project for its new digital publishing initiative.  You can read about the Press’s initiative in a series of blog posts on their website HERE (http://bit.ly/14XMa8B) (including one by the author), and you can read about the Mellon Foundation grant that is funding the initiative HERE (http://stanford.io/1xiWEVQ) .  The news has taken the Digital Humanities Twitter-sphere by storm, and the Enchanting team will be thrilled to publicly unveil its work later in 2015.

For those unfamiliar with the project, Enchanting the Desert is a historical geography of the 40 landscape photographs included in Henry Peabody’s circa 1905 slideshow of the Grand Canyon.  Peabody was a prominent commercial photographer who sold his slideshows around the United States, setting a visual template for what one would see when one saw the Grand Canyon.  Through mapping software including ArcGIS, Natural Scene Designer, and Google Earth, the team has reconstructed Peabody’s images from the god’s-eye view, showing what specific areas of the Grand Canyon were visually consumed by real and virtual tourists.  Peabody’s materials are brought into a digital, interactive medium (a web app) so that readers can query the historical details of the places that appear in the slideshow.  While explicating the produced visual space of this slideshow, the project goes further, delving deep into the place-based history of the Canyon.  Frequently misconceived as a single place,
the Grand Canyon is better thought of as a large region composed of thousands of places, each with their own history and human significance.

- Nicholas Bauch

Thanks to generous support from the Bill Lane Center (http://west.stanford.edu/) and Stanford’s Vice Provost for Undergraduate Education (https://undergrad.stanford.edu/about) , Enchanting the Desert will be hiring a second undergraduate research assistant for the spring and summer terms in 2015.  If you are interested in working on this project, please contact Lane Center administrator Chau Ho (mailto:mailto:mchauho@stanford.edu) , mchauho@stanford.edu."
781361_cesta-monthly-newsletter-jan-2015.txt_3,ACROSS THE POND,"CESTA visits HUMLab at Umeå University, Sweden


A contingent of faculty, staff, and students from CESTA spent three cold but stimulating days attending the Genres of Scholarly Knowledge Production conference at Umeå University.  The conference website can be accessed here (http://www.humlab.umu.se/sv/event/arkiv/genres-of-scholarly-knowledge-production/) .

Highlights included Nicole Coleman projecting images of Palladio on a giant floor screen and Brian Johnsrud showing demos of the Lacuna Stories project in the same venue.  A series of creative presentations from DH scholars working in media studies, communication, art, and digital ethnography provided food for thought over the course of three days spent in HUMLab's wonderful facilities.  The visit marked the third time that CESTA members participated in a HUMLab conference, further cementing the strong scholarly connection to Sweden under the auspices of the Wallenberg Foundation and in partnership with HUMLab director Patrik Svensson."
781361_cesta-monthly-newsletter-jan-2015.txt_4,IT'S COMPLICATED,"For those who don’t know, CESTA has been engaged in a major Andrew W. Mellon Foundation research project on the topic of crowdsourcing for the past two years.  We have sought to answer questions about the opportunities and challenges associated with crowdsourcing in humanities research by conducting three concurrent experimental projects. We can safely say that the answer is: “it’s complicated.”  If you use crowdsourcing for a humanities project, you are not likely to end up exactly where you started, which can be a rewarding thing. With our Historypin partners (https://www.historypin.org) we have collected material for our three sub-projects (please visit our website (http://humanitiescrowdsourcing.stanford.edu) and explore our Historypin sites for Year of the Bay (https://www.historypin.org/project/22-yearofthebay) , Living with the Railroads (https://www.historypin.org/project/42-railroads) , and The Emotions of London).  We are now engaged in the process of analyzing the
data as to the original sub-project research questions, so our conclusions are yet to be determined.  Indeed, the projects are still live, still gathering more information. We can, however, say that crowdsourcing has great potential, but expectations need to be tempered.  If you want to be successful, three things are key: (1) digitally based crowdsourcing isn’t only digital – you must be prepared, in most cases, to put time in meeting and interacting with the community you want to engage; (2) you need a clear, but flexible, goal; and (3), you must learn about and know your crowd. Understanding the community you want to engage with creates your best chance for success.  Initial white papers will be coming soon (and will be available on the project website).  Check back here, and on the websites, for updates!"
781361_cesta-monthly-newsletter-jan-2015.txt_5,PALLADIO GOES TO WASHINGTON,"H+D Open Design Workshop and taking Palladio on the road.

Open Design is part of the development strategy for the Palladio toolset created by Humanities+Design at CESTA. The idea is to make the tools available at very early stages of development to let researchers use them and then tell us what works and what doesn’t. The simple goal is to make data visualization tools designed from the ground up to work for humanities research. As a result, Palladio has earned a committed user community within its first year. Among those users are historians at the State Department. In December, Tom Faith and Joe Wicentowski (pictured in a Skype meeting at CESTA) presented how they use Palladio as a search/exploration/presentation tool for the Foreign Relations of the United States data at a meeting of the Advisory Committee on Historical Diplomatic Documentation, US Department of State. Our own Mark Braude was there, too, to give an overview of the work going on at CESTA and within H+D.

Palladio team Mark Braude (Historian and Project Coordinator), Ethan Jewett (Lead Developer), and Giorgio Caviglia (Design Researcher) taking a well-earned break during the workshop.
Joe Wicentowski and Tom Faith from the Office of the Historian at the State Department joining us for a Palladio Open Design workshop via Skype."
781361_cesta-monthly-newsletter-jan-2015.txt_6,ROADS SCHOLARS,"Humanities+Design: Tracing Early Modern Roads

Researcher Katie McDonough (PhD in History, Stanford 2013) is leading a project to capture early modern roads in Europe. She and Kim McCabe (Undergraduate French major and CESTA Research Assistant) are capturing transportation data from 18th century French almanacs. They are collaborating with Karl Grossner (Digital Humanities Developer, Stanford University Libraries) to refine road data made available by the Cassini Research Group in Paris.


Katie and Kim’s work will help us extend the capabilities of Palladio to allow researchers to trace and annotate simplified network routes. The project will also make available to other researchers high quality information about real routes in the early modern period."
781361_cesta-monthly-newsletter-jan-2015.txt_7,BEST OF,"Literary Lab Pamphlet 8

The Literary Lab is pleased to announce the publication of its 8^th pamphlet: “Between Canon and Corpus: Six Perspectives on 20^th-Century Novels” by Mark Algee-Hewitt and Mark McGurl. The study takes on the difficulties of assembling a corpus of 20^th -century works, a task that has long proven difficult for the quantitative study of literature due to the copyright regulations that cover most works published after the 1920s and the sheer number of texts that have been published in the last 115 years. Seeking a middle ground between a truly “random” sample and a purely canonical sample, Algee-Hewitt and McGurl explore the possibility of a modular corpus, which acknowledges its own limitations and biases by leveraging the social phenomenon of “best of” lists that appeared at the end of the 20^th century. Beginning with five such lists (“The Modern Library Editors’ Best Books of the 20^th Century”, “The Modern Library Readers’ Best Books,” the “Radcliffe Rivals List”,
“McCaffery’s Best Experimental Fiction” and the “Publishers Weekly” list of bestselling yearly books in the 20^th century) Algee-Hewitt and McGurl employ a network analysis that graphically demonstrates the formation of a canon along the dual axes of critical prestige and wide popularity.

The study also delves into the question of representation as it seeks to redress the striking gender and ethnicity balance in these lists by conducting its own experiment in creating a crowd-sourced “best of” list, compiled by through a questionnaire sent to members of the Post-Colonial Studies Association. This experiment not only provided yet another module to add to the Lab’s 20^th century Corpus, but also gave the authors an opportunity to delve into questions of representation and sampling, particularly within the context of contemporary literary studies. Does the canon still hold value for creating corpora of texts to study digitally, or are there other ways to conceive of a sample of 20^th century texts that would be sensitive to concerns over biases inherent in the writing and publishing worlds themselves? The pamphlet is the Lab’s first attempt to grabble seriously with this issue and, in doing so, it opens up a new area of study in the Digital Humanities.

The pamphlet, as well as a list of the other pamphlets in the series, can be found here (http://litlab.stanford.edu/?page_id=255) ."
781361_cesta-monthly-newsletter-jan-2015.txt_8,GUESSING GAME,"The results are in from Spatial History Project Creative Director Erik Steiner's coin jar crowdsourcing experiment. Wired Magazine has published an article (http://www.wired.com/2015/01/coin-jar-crowd-wisdom-experiment-results/) on the results, and we encourage you to check out the comments section of the article, as Erik provides feedback to what people have to say. You'll have to read the article to find out what the exact amount actually was!"
781361_cesta-monthly-newsletter-jan-2015.txt_9,METHODOLOGIES,"Cameron Blevins attended the American Historical Association's annual meeting in New York City on January 4th where he presented on the panel ""Authoring Digital Scholarship for History: Challenges and Opportunities (https://aha.confex.com/aha/2015/webprogram/Session12203.html) "". His talk, titled ""The Perpetual Sunrise of Methodology (http://www.cameronblevins.org/posts/perpetual-sunrise-methodology/) "" argued that digital history scholarship has suffered from a fixation on methodology rather than scholarly results. Digital historians seem to speak in a perpetual future tense of the ""potential"" and ""possibilities"" of new tools rather than actually applying them to generate arguments about the past. The full text of his presentation is available here. (http://www.cameronblevins.org/posts/perpetual-sunrise-methodology/)

Cameron Blevins, “Space, Nation, and the Triumph of Region: A View of the World from Houston,” Journal of American History, 101, no. 1 (June 2014), 127."
781361_cesta-monthly-newsletter-jan-2015.txt_10,CARTOGRAPHIC ARTS,"Be sure to check out Wired Magazine's MapLab article,Cartographic Arts: Beautiful Maps From the Atlas of Design (http://www.wired.com/2015/01/beautiful-maps-atlas-of-design/?mbid=social_twitter#slide-id-1679555) . CESTA's previous Geospatial Historian Jake Coolidge is featured, with his amazing hand drawn birds eye view map of the Columbia River watershed. Congratulations, Jake! We are true admirers of your work, and love how you mesh your academic and technical training with your artistic abilities.
For a detailed and fascinating discussion about Jake's map by the very folks who selected it for inclusion, go here. (http://atlasofdesign.org/2014/12/03/look-inside-coolidge/)"
781361_cesta-monthly-newsletter-jan-2015.txt_11,THERE GOES THE NEIGHBORHOOD,"A big congratulations to CESTA's Michael Levin for his contribution to the recent article by Kim-Mai Cutler in TechCrunch (http://techcrunch.com/2015/01/10/east-of-palo-altos-eden/) about the historical development of East Palo Alto. Michael's Rebooting History project (https://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1045) here at CESTA and the Spatial History Project is ground zero for the setting of this story. Ironically, one of the central locations in this tale is literally as Facebook headquarter's doorstep. This is a great article that has already been very well received and circulated around the internet. Congrats, Michael and Kim-Mai!"
781361_cesta-monthly-newsletter-jan-2015.txt_12,RED LIGHT DISTRICTS,"Our close collaborator Scott Saul from the University of California, Berkeley, continues to garner a lot of positive press about his latest book, Becoming Richard Pryor, (http://www.harpercollins.com/9780062123305/becoming-richard-pryor) and the accompanying website, Richard Pryor's Peoria. (http://www.becomingrichardpryor.com/pryors-peoria/) Included in all this press is the selection by Slate as one of the Five of 2014's Most Compelling Digital History Exhibits and Archives. (http://www.slate.com/blogs/the_vault/2014/12/29/historical_documents_online_five_best_digital_archives_from_2014.html?wpsrc=sh_all_dt_tw_top) Featured here (http://news.stanford.edu/news/2015/january/pryor-peoria-maps-011215.html) is an article by Tanu Wakefield in our own Stanford news press. Congrats, Scott, on the continued success of your project!

Richard Pryor's early years in the red-light district of Peoria, Ill., shaped his evolution into a groundbreaking African American comedian and social critic. (Images courtesy Scott Saul)"
781361_cesta-monthly-newsletter-jan-2015.txt_13,FLIPPED AND BLENDED,"The Poetic Media Lab's project on collaborative learning, Lacuna Stories (http://www.lacunastories.com) , launched four new Stanford courses in January 2015. These classes support ""flipped"" or ""blended"" learning, using the digital annotation and social engagement affordances designed by CESTA's Poetic Media Lab. Check out these new courses here (http://www.lacunastories.com/portfolio/) ."
781361_cesta-monthly-newsletter-jan-2015.txt_14,PERSPECTIVES,"Digital impact on historical writing and learning

Thomas Nygren, visiting scholar of CESTA, has recently devoted some extra attention to the writing of history in digital environments, highlighting potentials and challenges in a digital era.

His article ‘Students Writing History Using Traditional and Digital Archives’ (http://etjanst.hb.se/bhs/ith/3-12/tn.htm) describes how the materiality of sources and archives may influence how senior high school students write about the past. How sources in digital databases can stimulate a quantitative approach whereas traditional archives may stimulate a more hermeneutical interpretation of sources and a more explicit theoretical position. Thomas was also involved in constructing a digital platform to support multi-perspectivity and media critical thinking in history teaching. This site (https://media.sodis.de/ehisto/en/index.html) helps students and teachers to identify multiple perspectives on Columbus (https://media.sodis.de/ehisto/columbus/multinational_columbus/en/multiple_perspectives.html) and the start of World War I (https://media.sodis.de/ehisto/wwI/multinational_wwI/en/multiple_perspectives.html) by using popular history, written by historians from five different
countries.

Thomas has also in collaboration with digital scholars of ancient history (Anna Foka) and archaeology (Philip I. Buckland), presented  how the digital humanities and digital history in Sweden (http://www.hsozkult.de/hfn/debate/id/diskussionen-2402) have number of interesting outcomes and projects in a tradition dating back to the 1960’s. In this overview they display constructive uses of digital materials and tools and how critical perspectives are quite common in digital historical research. But they also find that the research would benefit from being more experimental in the use of digital tools.

In Umeå in December, Thomas argued that core competencies in the digital humanities take time and effort to win. In DH scholars and students must have humanistic eye on the world; abilities to criticize information, empathize with different human perspectives and be able to create new insights (see illustration below of ‘dh.school’ mindsets presented at Genres of Scholarly Knowledge Production (http://www.humlab.umu.se/en/events/archive/genres-of-scholarly-knowledge-production/goskp-program/) )."
781361_cesta-monthly-newsletter-jan-2015.txt_15,DIGITAL HISTORY,"Digital History at the AHA

At the American Historical Association's Annual Meeting in New York January 2-5, 2015, workshops, sessions, panels, and events on digital history (http://historians.org/annual-meeting/resources-and-guides/digital-history-at-the-annual-meeting) abounded. There were many sessions (http://historians.org/publications-and-directories/perspectives-on-history/november-2014/a-web-of-history) focusing on the application of digital methods to history, including presentations from CESTA's own Cameron Blevins (https://aha.confex.com/aha/2015/webprogram/Session12203.html) and Jason Heppler (https://aha.confex.com/aha/2015/webprogram/Session12163.html) .

If you're curious about all the Twitter coverage of #aha2015 (or want to do something cool with the data!), the tweets are archived (https://docs.google.com/spreadsheets/d/1v27FqP7bE6H85WZBH5Ee8oIQlSzm4IegaEir5RDt2i4/edit#gid=1939893249)) .

Visualizing Food Consumption

Within the next month, Molly Taylor-Poleskey and Jason Heppler hope to launch the Königsberg Foodstuffs visualization that attempts to trace changing taste between 1648 and 1680 by exploring the kitchen records of the Königsberg palace. You can read more about Molly's research and their early attempts at visualizing consumption at the Humanities+Design lab notebook (http://hdlab.stanford.edu/lab-notebook/palladio/2014/11/03/Taylor-Poleskey/) ."
781361_cesta-monthly-newsletter-jan-2015.txt_16,VISITORS,"Ethan Blue (http://www.uwa.edu.au/people/ethan.blue) , a Senior Lecturer in History at the University of Western Australia, has been visiting CESTA for the past two weeks.  Though his previous work concentrated on the history of American prisons (Doing Time in the Depression: Everyday Life in Texas and California Prisons, NYU Press, 2012), he is collaborating with CESTA researchers to map the history US “Deportation Special” trains.  These trains made constant circuits through the country in the early twentieth century, picking up and then ejecting so-called “undesirable aliens” – non-citizens convicted of crimes, deemed mad or politically radical, the very poor, or else those considered racially ineligible to citizenship, many Chinese among them.  The project reconstructs the social world of the deportation trains by reassembling their passenger lists, tracing the deportees’ migratory routes and experiences, and then examining how they were captured and expelled by the
nascent deportation regime; an assemblage that would only grow in the century that followed."
781361_cesta-monthly-newsletter-jan-2015.txt_17,SOME PEOPLE!,"Each month we will feature brief CESTA participant profiles so that you can get to know us a little better. Now for this month's featured VIPs.....

GABRIEL WOLFENSTEIN

Hi, I’m Gabriel K. Wolfenstein, the Project Manager and Researcher for two of CESTA’s big projects: the Andrew W. Mellon Crowdsourcing and the Humanities project, and, jointly with History and American Studies, the Chinese Railroad Workers Project.   I am a historian by training; my Ph.D. is in British History and the History of Science.  I work on, among other things, the history of statistics and the census, the popularization of science, the history of the railroads, and crowdsourcing.  Here at CESTA, I help make sure the projects that I work on move forward, by making sure that all moving parts (researchers, technology, partners inside and outside the University, etc.) work smoothly together.  I also pursue research on the projects that I work on, ranging from questions regarding the value of crowdsourcing to seeking out traces of Chinese railroad workers in the 19th century legal world. Within CESTA, I also help Matt Bryant and Celena Allen maintain lab cheeriness.
Outside of CESTA, I am a political news junkie, read avidly, and enjoy regular pub quiz.

MATT BRYANT
Howdy, I'm Matt Bryant, and I am the center manager and communications coordinator for CESTA. I work on a variety of things around the center such as social media (including this monthly newsletter!), general administration and lab space logistics, coordinating technology purchases and support, assisting with grants and budgeting, staffing, events, and generally being the interface between the researchers and the larger financial and administrative structures across campus. I work closely with the Center's director on general operational issues and both the short term/long term vision for shaping how the Center will run. Much of what we do around here truly is a village effort, most of which is tag-teamed by me and my amazing fellow staff, all of whom make this place tick and a really great place to work. My role has shifted and evolved over time since it was created when CESTA first came into being almost three years go. All of the individual labs that make up CESTA have of
course been around for much longer than that! It's been very rewarding to watch CESTA change and grow over the years.

When I am not at CESTA, I enjoy riding and wrenching on motorcycles, woodworking, modern alt-country and Americana music, hiking, camping, traveling, occasional volunteer work, and quality time with friends and family. I've been married to my wonderful wife Julia for ten years, and we have two fuzzy felines plus a three-legged rescued cattle dog name Rudy. I have an MFA in Visual Art from the University of California, Riverside and an MA in Communication from U.C. San Diego. I have worked in various fields over the years, including the fine arts world, non-profits, architecture and engineering, woodworking, and of course academia. I'm originally from Texas, but eventually landed in California by way of Minneapolis, MN. If we haven't met and you're ever on campus, drop by and say howdy.

============================================================
Copyright © 2014 Stanford University, All rights reserved.

Contact us: cesta DOT stanford AT gmail DOT com

** unsubscribe from this list (*|UNSUB|*)
** update subscription preferences (*|UPDATE_PROFILE|*)
** Facebook (https://www.facebook.com/cesta.stanford)
** Facebook (https://www.facebook.com/cesta.stanford)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Website (http://cesta.stanford.edu)
** Website (http://cesta.stanford.edu)

This email was sent to *|EMAIL|* (mailto:*|EMAIL|*)
why did I get this? (*|ABOUT_LIST|*)     unsubscribe from this list (*|UNSUB|*)     update subscription preferences (*|UPDATE_PROFILE|*)
*|LIST_ADDRESSLINE_TEXT|*

*|REWARDS_TEXT|*"
1147037_cesta-newsletter-may-july-2015.txt_1,LATEST NEWS,"Welcome to the latest edition of the CESTA newsletter. This is an opportunity for us to highlight some of the people, projects, and events that make our Center such a thriving and inspirational place in which to pursue digital humanities research. If you have any questions or feedback regarding this newsletter or any of our other social network platforms, don't hesitate to let us know. CESTA community participants are encouraged to send any newsletter items for upcoming broadcasts to mattbryant.stanford@gmail.com

Motley Crew: Celena Allen, Matt Bryant, Zephyr Frank, Fred Freitas, Ryan Heuser, Thomas Nygren, Nick Bauch, and Brian Johnsrud."
1147037_cesta-newsletter-may-july-2015.txt_2,HUMANITIES + DIGITAL TOOLS,"The Stanford Humanities Center (http://shc.stanford.edu/about) and the Center for Spatial and Textual Analysis (http://cesta.stanford.edu/) (CESTA) at Stanford recently co-hosted a public event and produced a series of very nice videos collectively called Humanities + Digital Tools (http://shc.stanford.edu/events/humanities-digital-tools) .

From visualizations of complex information and interactive teaching platforms to digitization projects and textual analysis, humanities scholars across campus are harnessing the power of digital tools to push the boundaries of their research. Likewise, the unique properties of humanities scholarship are pushing the boundaries of digital tools.
CESTA Director Zephyr Frank, Text Technologies Director Elaine Treharne,
and Department of History Chair Paula Findlen
The panel discussion included Stanford scholars and technical experts who spoke about their work in the digital humanities, and was moderated by Humanities Center Director Caroline Winterer and CESTA Director Zephyr Frank.

The Stanford Humanities Center has also produced a series of very nice videos that feature particular Stanford digital humanities projects. A big thank you to Corrie Goldman, Director of Humanities Communication, for making the public discussion event and videos happen. To see all the videos and to access an archived link to the webcast of the public event mentioned above, go HERE. (http://shc.stanford.edu/humanities-digital-tools)"
1147037_cesta-newsletter-may-july-2015.txt_3,LACUNA STORIES,"Brian Johnsrud and Daniel Bush, both Phd researchers in CESTA's Poetic Media Lab, attended the University of Victoria's Digital Humanities Summer Institute, for a week of ""Drupal for Digital Humanists."" Look out for a couple new projects in the lab being launched soon as a result of this great week!

Amir Eshel and Brian Johnsrud received a Stanford Hoagland Award for Innovations in Undergraduate Education. This grant, along with a seed grant from the Vice Provost for Teaching and Learning, will support the launch of a new project in the Poetic Media Lab: Poetic Thinking. Poetic Thinking will be a learning and research platform that will provide students, instructors, and researchers with the tools, resources, and instruction to critically analyze and creatively construct media. The platform's design and affordances will promote users to analyze and respond to imaginative works creatively in ways that challenge the confines of the traditional argumentative essay."
1147037_cesta-newsletter-may-july-2015.txt_4,ENCHANTING THE HUMANITIES,"On May 5, the Stanford Humanities Center (SHC) hosted a roundtable panel with the theme “Humanities + Digital Tools.”  The panel included a number of projects and speakers from the CESTA community, including Enchanting the Desert.  In preparation for the roundtable, Enchanting author Nicholas Bauch worked closely with the Humanities Center communications team – led by Corrie Goldman – to produce a seven-minute video that would spark conversation about the role of digital humanities on the Stanford campus and beyond.

Video made by the Stanford Humanities Center to promote Enchanting the Desert for
their May roundtable panel discussion about digital humanities on campus.

The subsequent write-up for the May 5 event (http://shc.stanford.edu/digital-humanities) , featuring other CESTA projects including Geography of the Post, Lacuna Stories, and Palladio, was represented on the home landing page of Stanford University with a photograph of Enchanting undergraduate research assistant Delenn Chin, along with Bauch.

Stanford’s home page featured two members of the Enchanting the Desert team – Delenn Chin and Nicholas Bauch – as Chin
explains some of the finer points of programming the interactive map to Bauch.  The image linked to an article about the
broader role of digital humanities at Stanford.
At the end of May, the Enchanting team conducted its first formal, large-group user testing event.  Orchestrated by Bauch, with the advice of CESTA member Brian Johnsrud, the event was beautifully emceed by CESTA DH Coordinator Sarah Ogilvie.  With 20 participants broken into teams, the two-hour’s worth of feedback has been invaluable in the subsequent design of the project’s web application, set for its initial official review with Stanford University Press at the end of August.

Participants in Enchanting’s first formal user testing event offered insights that only a robust community
of digital humanities scholars could have.  Their feedback has already proven extremely useful.

Finally, a special and continued thanks to the Enchanting team programmers, undergraduate research assistants Delenn Chin and Frank Zheng.  Both part of Stanford’s CS-Plus major; Delenn is a Computer Science + Linguistics major, and Frank is a Computer Science + History major.  They are each the heart and lifeblood of the project."
1147037_cesta-newsletter-may-july-2015.txt_5,ROME PROJECT RECEIVES GRANT,"The Forma Urbis Project team has received a grant from the Kress Foundation to digitize and publish some 3,000 images from the archives of Rodolfo Lanciani in Rome. This corpus of images is comprised of drawings, engravings, and photographs, many of which are one-of a-kind exemplars, and some of which have never been published before and represent the source material used by Lanciani to create his famous archeological map of the city. The Stanford, University of Oregon and Dartmouth College team seeks to republishing Lanciani's map in a seamless digital interactive form.  This grant will provide a wealth of primary source material on the archeology of the city."
1147037_cesta-newsletter-may-july-2015.txt_6,HUMANITIES + DESIGN,"Writing Rights goes to Rotterdam!

The Writing Rights team (Keith Baker, Dan Edelstein, Nicole Coleman, Jacqueline Kasunic, Kate Sweetapple) will be presenting their research on the writing of the Declaration of the Rights of Man and the Citizen at the end of the month at Rotterdam. The project brings faculty from the School of Design at the University of Technology at Sydney together with Stanford faculty to explore the art and process of writing a revolutionary document. Writing Rights draws upon draft declaration proposals as well as the blow-by-blow record of the Assembly debates during what must have been a very hot August in Paris (see the French Revolution Digital Archive (http://frda.stanford.edu/) ).

This is the inaugural project of Humanities + Design’s new initiative to bring design researchers and humanities researchers together to pursue complementary research agenda around a shared topic. Much of this project has happened remotely, via regular video conferences and occasional in person meetings. It will all come together for two panels at the 14th International Congress for Eighteenth-Century Studies. Watch this space for a post-conference update."
1147037_cesta-newsletter-may-july-2015.txt_7,VISITING SCHOLARS,We'd like to introduce you to some of the visitors who are working in CESTA over the summer in various capacities...
